avg(pkt_len),stddev(pkt_len),fb_ratio,inter_arrival_time,pkt_count,duration,pkt_len
171.36,363.7132432746068,1.0833333333333333,0.004601833333333379,25,0.1104440000000011,4284.0
161.0,351.292558330605,1.0769230769230769,0.004976846153845407,27,0.12939799999998058,4347.0
148.78048780487805,140.53193804169962,1.2777777777777777,9.405419225,41,376.216769,6100.0
32.0,0.0,1.0,0.0007230000000000014,4,0.0021690000000000043,128.0
20.0,-1.0,0.0,-1.0,1,0.0010120000000028995,20.0
37.166666666666664,12.655697004379753,1.0,0.0011103999999996007,6,0.005551999999998003,223.0
161.22222222222223,351.3562002970483,1.0769230769230769,0.004936576923077278,27,0.1283510000000092,4353.0
44.0,0.0,-1.0,1.4007632,6,7.0038160000000005,264.0
32.0,0.0,1.0,0.0010196666666644205,4,0.0030589999999932616,128.0
32.0,0.0,1.0,0.0008036666666650186,4,0.002410999999995056,128.0
526.0243902439024,633.599971898866,1.05,0.7622337750000028,41,30.489351000000113,21567.0
20.0,-1.0,0.0,-1.0,1,0.001006000000018048,20.0
44.0,0.0,-1.0,1.4034258000000022,6,7.017129000000011,264.0
33.75,20.303940504246953,1.0,0.000507666666666721,4,0.0015230000000001631,135.0
44.0,0.0,-1.0,1.402487199999996,6,7.01243599999998,264.0
352.3529411764706,542.6787588381525,1.125,0.012259181818182462,34,0.40455300000002126,11980.0
467.93333333333334,595.8101950334075,1.1428571428571428,1.0396285172413793,30,30.149226999999996,14038.0
44.0,0.0,-1.0,1.4015653999999926,6,7.007826999999963,264.0
171.36,363.7132432746068,1.0833333333333333,0.005396083333329453,25,0.12950599999990686,4284.0
171.2,363.673044551467,1.0833333333333333,0.00460449999999805,25,0.1105079999999532,4280.0
172.0,363.88242148620844,1.0833333333333333,0.0054322083333318005,25,0.1303729999999632,4300.0
32.0,0.0,1.0,0.0007736666666649702,4,0.0023209999999949105,128.0
171.12,363.6532597589816,1.0833333333333333,0.004481416666666386,25,0.10755399999999327,4278.0
32.0,0.0,1.0,0.0007000000000000062,4,0.0021000000000000185,128.0
123.6494623655914,245.42557416178633,1.0086393088552916,0.22820306724045186,1860,424.229502,229988.0
32.0,0.0,1.0,0.0009233333333327209,4,0.002769999999998163,128.0
20.0,0.0,1.0,0.020234000000002084,2,0.020234000000002084,40.0
32.0,0.0,1.0,0.004958666666662263,4,0.014875999999986789,128.0
171.44,363.7336571357307,1.0833333333333333,0.005446749999999649,25,0.13072199999999157,4286.0
32.0,0.0,1.0,0.028726666666666272,4,0.08617999999999881,128.0
58.5,37.476659402887016,1.0,0.006526000000008025,2,0.006526000000008025,117.0
399.7307692307692,554.7799244884269,1.1666666666666667,1.2042710799999987,26,30.106776999999965,10393.0
20.0,-1.0,0.0,-1.0,1,0.0008789999999976317,20.0
171.28,363.6930390682047,1.0833333333333333,0.0045986249999974875,25,0.11036699999993971,4282.0
328.13793103448273,497.69373285599846,1.2307692307692308,1.1093312142857112,29,31.061273999999912,9516.0
32.0,0.0,1.0,0.0006490000000051547,4,0.0019470000000154641,128.0
44.0,0.0,-1.0,1.4017982000000018,6,7.008991000000009,264.0
697.1,673.4224039252979,0.8309859154929577,0.0005540697674415812,130,0.07147499999996398,90623.0
35.166666666666664,14.455679391390316,0.5,0.0005813999999986664,6,0.0029069999999933316,211.0
171.44,363.7336571357307,1.0833333333333333,0.00459029166666743,25,0.11016700000001833,4286.0
32.0,0.0,1.0,0.000731666666666797,4,0.002195000000000391,128.0
502.97297297297297,621.4752380195623,1.0555555555555556,0.8362985277777774,37,30.106746999999984,18610.0
133.66666666666666,253.08792938423596,1.25,0.0038735000000009734,9,0.030988000000007787,1203.0
148.78048780487805,140.53193804169962,1.2777777777777777,9.406196725,41,376.247869,6100.0
32.0,0.0,1.0,0.0008399999999966212,4,0.0025199999999898637,128.0
20.0,-1.0,0.0,-1.0,1,0.001017999999987751,20.0
58.5,37.476659402887016,1.0,0.0166409999999928,2,0.0166409999999928,117.0
,-1.0,-1.0,-0.0,0,0.0,0.0
20.0,-1.0,0.0,-1.0,1,0.001059999999995398,20.0
