,avg(pkt_len),stddev(pkt_len),fb_ratio,inter_arrival_time,pkt_count,duration,pkt_len,is_tcp,outcome
918,170.78571428571428,384.5393205005036,1.0,0.022503461538462943,14,0.29254500000001826,2391.0,1,voip
547,170.78571428571428,384.5393205005036,1.0,0.018309999999998508,14,0.23802999999998065,2391.0,1,voip
578,170.78571428571428,384.5393205005036,1.0,0.017050538461542322,14,0.22165700000005012,2391.0,1,voip
1186,170.78571428571428,384.5393205005036,1.0,0.01450515384614776,14,0.18856699999992088,2391.0,1,voip
604,170.78571428571428,384.5393205005036,1.0,0.0430069999999712,14,0.5590909999996256,2391.0,1,voip
2621,170.78571428571428,384.5393205005036,1.0,0.013604384615384482,14,0.17685699999999827,2391.0,1,voip
997,170.78571428571428,384.5393205005036,1.0,0.021993923076934152,14,0.285921000000144,2391.0,1,voip
369,170.78571428571428,384.5393205005036,1.0,0.014510769230775203,14,0.18864000000007766,2391.0,1,voip
291,170.78571428571428,384.5393205005036,1.0,0.027143230769227627,14,0.35286199999995915,2391.0,1,voip
1519,170.78571428571428,384.5393205005036,1.0,0.02376369230769244,14,0.30892800000000165,2391.0,1,voip
594,400.157894736842,595.732533493,0.9,0.020436222222214282,19,0.36785199999985707,7603.0,1,voip
2331,170.78571428571428,384.5393205005036,1.0,0.013795846153844705,14,0.17934599999998113,2391.0,1,voip
779,170.78571428571428,384.5393205005036,1.0,0.0567856153845871,14,0.7382129999996323,2391.0,1,voip
2415,170.78571428571428,384.5393205005036,1.0,0.01587899999999711,14,0.2064269999999624,2391.0,1,voip
2752,133.0,0.0,-1.0,0.101949999999988,2,0.101949999999988,266.0,0,voip
3095,861.7036124794746,346.06529941294195,-1.0,0.0027295636811832105,1218,3.3218789999999667,1049555.0,0,voip
2818,703.1494638069705,371.6737241944699,-1.0,0.0038030778001341774,1492,5.670389000000057,1049099.0,0,voip
2072,170.78571428571428,384.5393205005036,1.0,0.014680384615382116,14,0.1908449999999675,2391.0,1,voip
1212,170.78571428571428,384.5393205005036,1.0,0.022954923076923026,14,0.2984139999999993,2391.0,1,voip
2247,170.78571428571428,384.5393205005036,1.0,0.014699153846154243,14,0.1910890000000052,2391.0,1,voip
2626,170.78571428571428,384.5393205005036,1.0,0.015660153846152543,14,0.20358199999998305,2391.0,1,voip
1350,237.05263157894737,409.1816322699914,1.375,0.3523371111111007,19,6.342067999999813,4504.0,1,voip
3140,34.0,-1.0,0.0,-1.0,1,0.08823199999994813,34.0,0,voip
2690,33.0,8.660254037844387,0.5,0.1935995000000004,3,0.3871990000000008,99.0,0,voip
1931,64.0,-1.0,0.0,-1.0,1,0.01236899999992147,64.0,0,voip
2398,170.78571428571428,384.5393205005036,1.0,0.09632269230769452,14,1.2521950000000288,2391.0,1,voip
2876,34.0,-1.0,0.0,-1.0,1,0.08390499999998724,34.0,0,voip
357,170.78571428571428,384.5393205005036,1.0,0.031361692307698905,14,0.4077020000000857,2391.0,1,voip
2969,809.5493827160492,328.2917113673667,-1.0,0.0026968123552123685,1296,3.4923720000000174,1049176.0,0,voip
1823,393.72597597597604,501.8286013775213,-1.0,0.009212316560270372,2664,24.532398999999998,1048886.0,0,voip
2878,77.0,-1.0,0.0,-1.0,1,0.03949699999998302,77.0,0,voip
2910,183.0,0.0,-1.0,31.462439523809525,22,660.71123,4026.0,0,voip
2066,400.157894736842,604.5774707418851,0.9,0.014029333333333229,19,0.2525279999999981,7603.0,1,voip
2568,400.157894736842,604.5774707418851,0.9,0.0131492222222265,19,0.236686000000077,7603.0,1,voip
1725,28.0,-1.0,0.0,-1.0,1,0.2214200000000801,28.0,0,voip
864,69.7,81.7231777268712,1.0,3.4014786666666716,10,30.613308000000053,697.0,1,voip
625,170.78571428571428,384.5393205005036,1.0,0.017048769230768812,14,0.22163399999999456,2391.0,1,voip
3105,850.7656123276561,345.4871669365258,-1.0,0.0028621379870130037,1233,3.5261540000000204,1048994.0,0,voip
1781,271.6818652849741,409.65411285871414,-1.0,0.013065292303705643,3860,50.418963000000076,1048692.0,0,voip
564,170.78571428571428,384.5393205005036,1.0,0.06268207692306323,14,0.8148669999998219,2391.0,1,voip
2852,621.2713270142182,414.27577999715487,-1.0,0.004036548903378787,1688,6.809658000000013,1048706.0,0,voip
1180,170.78571428571428,384.5393205005036,1.0,0.13175176923080192,14,1.7127730000004249,2391.0,1,voip
