avg(pkt_len),stddev(pkt_len),fb_ratio,inter_arrival_time,pkt_count,duration
397.0,556.5941070474965,1.3333333333333333,0.10261949999999999,7,0.615717
167.57142857142858,225.8921993214589,1.3333333333333333,0.15964033333333336,7,0.9578420000000001
87.33333333333333,151.26577052768195,-1.0,0.25329000000000024,3,0.5065800000000005
71.6,160.10246718898492,-1.0,0.13542275000000004,5,0.5416910000000001
0.0,-1.0,-1.0,-1.0,1,0.3973370000000003
59.666666666666664,146.15288798606295,-1.0,0.12094299999999976,6,0.6047149999999988
228.0,197.45379206285202,-1.0,0.45176750000000254,3,0.9035350000000051
0.0,-1.0,-1.0,-1.0,1,0.29348400000003494
114.0,197.45379206285202,-1.0,0.3816789999999912,3,0.7633579999999824
71.6,160.10246718898492,-1.0,0.22677174999998329,5,0.9070869999999331
0.0,-1.0,-1.0,-1.0,1,0.49991099999999733
51.142857142857146,135.3112813373033,-1.0,0.12023416666666738,7,0.7214050000000043
,-1.0,-1.0,-0.0,0,0.0
119.33333333333333,206.69139636988604,-1.0,0.2858719999999835,3,0.571743999999967
179.0,253.144227664784,-1.0,0.27499500000021726,2,0.27499500000021726
179.0,253.144227664784,-1.0,0.28938300000004347,2,0.28938300000004347
179.0,253.144227664784,-1.0,0.2789540000001125,2,0.2789540000001125
179.0,253.144227664784,-1.0,0.35236200000008466,2,0.35236200000008466
0.0,-1.0,-1.0,-1.0,1,0.27048500000000786
179.0,253.144227664784,-1.0,0.29068499999993946,2,0.29068499999993946
179.0,253.144227664784,-1.0,0.2760279999999966,2,0.2760279999999966
89.5,179.0,-1.0,0.20354333333337613,4,0.6106300000001283
179.0,253.144227664784,-1.0,0.2813250000001517,2,0.2813250000001517
0.0,-1.0,-1.0,-1.0,1,0.2720090000000255
179.0,253.144227664784,-1.0,0.2734140000000025,2,0.2734140000000025
358.0,0.0,-1.0,0.701080999999931,2,0.701080999999931
,-1.0,-1.0,-0.0,0,0.0
0.0,-1.0,-1.0,-1.0,1,0.2507319999997435
406.0,-1.0,-1.0,-1.0,1,0.7054459999999381
119.33333333333333,206.69139636988604,-1.0,0.4688825000000634,3,0.9377650000001267
179.0,253.144227664784,-1.0,0.28125299999987874,2,0.28125299999987874
179.0,253.144227664784,-1.0,0.28933600000004844,2,0.28933600000004844
179.0,253.144227664784,-1.0,0.4007529999998951,2,0.4007529999998951
179.0,253.144227664784,-1.0,0.277114999999867,2,0.277114999999867
0.0,-1.0,-1.0,-1.0,1,0.2950340000002143
0.0,0.0,-1.0,0.8571720000002188,2,0.8571720000002188
137.92857142857142,384.8569093303908,1.0,0.019735846153846152,14,0.25656599999999996
137.92857142857142,384.8569093303908,1.0,0.018096692307692303,14,0.23525699999999994
264.45454545454544,558.6303542838258,0.8333333333333334,0.02133950000000002,11,0.21339500000000022
107.9,227.4732951359346,1.0,0.02298533333333334,10,0.20686800000000005
126.3,266.6516870792724,1.0,0.022416333333333347,10,0.20174700000000012
123.3,260.04189833349716,1.0,0.021496444444444443,10,0.19346799999999997
129.2,288.6989204459668,1.0,0.01756888888888887,10,0.15811999999999982
137.92857142857142,384.8569093303908,1.0,0.021416615384615367,14,0.2784159999999998
137.2,289.46417932295367,1.0,0.0017793333333333303,10,0.016013999999999973
66.0,76.2102355330306,-1.0,0.1688636666666666,4,0.5065909999999998
1188.4,562.5947031389471,-1.0,0.1354217499999999,5,0.5416869999999996
,-1.0,-1.0,-0.0,0,0.0
1034.4285714285713,692.7461914108843,-1.0,0.10077766666666814,7,0.6046660000000088
862.5,781.352993211135,-1.0,0.9040360000000192,2,0.9040360000000192
,-1.0,-1.0,-0.0,0,0.0
84.0,-1.0,-1.0,-1.0,1,0.0191690000000051
1083.0,504.8742417671949,-1.0,0.3316820000000007,2,0.3316820000000007
1170.0,467.6537180435969,-1.0,0.19533100000001014,3,0.39066200000002027
,-1.0,-1.0,-0.0,0,0.0
1280.0,480.0,-1.0,0.09017199999999548,9,0.7213759999999638
6.0,-1.0,-1.0,-1.0,1,4.0000001035878086e-06
197.0,159.80613254815975,-1.0,0.30443400000001475,2,0.30443400000001475
870.0,-1.0,-1.0,-1.0,1,0.27585100000010243
1142.0,-1.0,-1.0,-1.0,1,0.28929599999992206
694.0,-1.0,-1.0,-1.0,1,0.27902100000005703
963.0,674.5798692519663,-1.0,0.3502920000000813,2,0.3502920000000813
,-1.0,-1.0,-0.0,0,0.0
886.0,-1.0,-1.0,-1.0,1,0.2902480000000196
886.0,-1.0,-1.0,-1.0,1,0.2760570000000371
1107.8333333333333,586.0718101620881,-1.0,0.12281880000005004,6,0.6140940000002502
435.0,615.1828996322963,-1.0,0.2813089999999647,2,0.2813089999999647
,-1.0,-1.0,-0.0,0,0.0
950.0,-1.0,-1.0,-1.0,1,0.27322499999991123
,-1.0,-1.0,-0.0,0,0.0
,-1.0,-1.0,-0.0,0,0.0
710.0,-1.0,-1.0,-1.0,1,0.3516890000000785
326.3333333333333,457.4782326333499,-1.0,0.4766779999998789,3,0.9533559999997578
918.0,-1.0,-1.0,-1.0,1,0.2812380000000303
1179.0,369.10973977937783,-1.0,0.28932399999985137,2,0.28932399999985137
518.0,-1.0,-1.0,-1.0,1,0.40073899999993046
518.0,-1.0,-1.0,-1.0,1,0.2770900000000438
,-1.0,-1.0,-0.0,0,0.0
554.0,642.0529573173851,-1.0,0.4215329999997266,2,0.4215329999997266
137.92857142857142,384.8569093303908,1.0,0.020517615384615367,14,0.26672899999999977
367.5263157894737,596.1373227724793,0.9,0.01762405555555555,19,0.3172329999999999
,-1.0,-1.0,-0.0,0,0.0
1.3333333333333333,2.3094010767585034,0.5,0.03594300000000006,3,0.07188600000000012
2.0,2.8284271247461903,-1.0,0.014333000000000595,2,0.014333000000000595
2.0,2.8284271247461903,-1.0,0.015348000000003026,2,0.015348000000003026
,-1.0,-1.0,-0.0,0,0.0
2.0,2.8284271247461903,-1.0,0.011948999999987109,2,0.011948999999987109
2.0,2.8284271247461903,-1.0,0.012936000000024706,2,0.012936000000024706
2.0,2.8284271247461903,-1.0,0.012962999999984959,2,0.012962999999984959
225.0,318.1980515339464,-1.0,0.043899000000010346,2,0.043899000000010346
9.333333333333334,8.082903768654761,-1.0,0.24570099999999684,3,0.4914019999999937
2.0,2.8284271247461903,-1.0,0.013945999999975811,2,0.013945999999975811
2.0,2.8284271247461903,-1.0,0.01441600000003973,2,0.01441600000003973
3.2,5.21536192416212,-1.0,0.05203874999999414,5,0.20815499999997655
,-1.0,-1.0,-0.0,0,0.0
2.0,2.8284271247461903,-1.0,0.013257000000010066,2,0.013257000000010066
2.6666666666666665,2.3094010767585034,-1.0,0.15434450000000766,3,0.3086890000000153
2.0,2.8284271247461903,-1.0,0.015679000000034193,2,0.015679000000034193
,-1.0,-1.0,-0.0,0,0.0
7.0,9.899494936611665,-1.0,0.01470000000000482,2,0.01470000000000482
3.0,2.0,-1.0,0.20533100000002,4,0.61599300000006
2.0,2.8284271247461903,-1.0,0.01631499999996322,2,0.01631499999996322
2.0,2.8284271247461903,-1.0,0.013283999999998741,2,0.013283999999998741
,-1.0,-1.0,-0.0,0,0.0
2.0,2.8284271247461903,-1.0,0.014186000000108834,2,0.014186000000108834
2.0,2.8284271247461903,-1.0,0.015613000000030297,2,0.015613000000030297
7.0,9.899494936611665,-1.0,0.015110000000049695,2,0.015110000000049695
2.0,2.8284271247461903,-1.0,0.014230999999881533,2,0.014230999999881533
,-1.0,-1.0,-0.0,0,0.0
2.0,2.8284271247461903,-1.0,0.021604000000024826,2,0.021604000000024826
2.0,2.8284271247461903,-1.0,0.013860000000136097,2,0.013860000000136097
2.0,2.8284271247461903,-1.0,0.013881000000083077,2,0.013881000000083077
1.3333333333333333,2.3094010767585034,-1.0,0.006728500000008353,3,0.013457000000016706
225.0,318.1980515339464,-1.0,0.04163800000003448,2,0.04163800000003448
2.0,2.8284271247461903,-1.0,0.022658999999976004,2,0.022658999999976004
2.0,2.8284271247461903,-1.0,0.013881999999966865,2,0.013881999999966865
0.0,-1.0,-1.0,-1.0,1,0.01391799999998966
7.0,9.899494936611665,-1.0,0.027801000000067688,2,0.027801000000067688
2.0,2.8284271247461903,-1.0,0.013339999999857355,2,0.013339999999857355
,-1.0,-1.0,-0.0,0,0.0
2.0,2.8284271247461903,-1.0,0.023791999999957625,2,0.023791999999957625
