avg(pkt_len),stddev(pkt_len),fb_ratio,inter_arrival_time,pkt_count,duration
229.83333333333334,459.93316378743026,1.0,0.0007866363636363637,12,0.008653000000000001
275.8,494.42981751148915,0.6666666666666666,0.0008862222222222203,10,0.007975999999999983
0.0,0.0,0.5,0.05492650000000032,3,0.10985300000000064
458.875,658.5223453671304,0.8461538461538461,0.003786999999999985,24,0.08710099999999965
137.92857142857142,384.8569093303908,1.0,0.01727876923076926,14,0.22462400000000038
400.85714285714283,635.6547243365918,1.625,0.00011985000000001023,21,0.0023970000000002045
0.0,-1.0,-1.0,-1.0,1,0.0003380000000001715
137.92857142857142,384.8569093303908,1.0,0.013349076923076904,14,0.17353799999999975
471.3529411764706,594.5449879084499,1.4285714285714286,0.011533875000000027,17,0.18454200000000043
0.0,0.0,1.0,0.005844333333333414,4,0.017533000000000243
137.92857142857142,384.8569093303908,1.0,0.015340615384615432,14,0.1994280000000006
137.92857142857142,384.8569093303908,1.0,0.016552846153846137,14,0.2151869999999998
362.06666666666666,535.9927327154815,1.5,0.006782714285714293,15,0.0949580000000001
0.0,0.0,1.0,0.006620333333333524,4,0.019861000000000573
367.5263157894737,596.1373227724793,0.9,0.015519944444444414,19,0.27935899999999947
0.0,0.0,1.0,0.02576833333333317,4,0.07730499999999951
0.0,0.0,0.6666666666666666,0.009450250000000215,5,0.03780100000000086
0.0,0.0,0.6666666666666666,0.00943549999999993,5,0.03774199999999972
30.25,60.5,1.0,0.004585333333333293,4,0.01375599999999988
0.0,0.0,-1.0,0.0581460000000007,2,0.0581460000000007
30.25,60.5,1.0,0.004391333333333414,4,0.013174000000000241
0.0,0.0,-1.0,0.0581460000000007,2,0.0581460000000007
11.333333333333334,17.56891193747258,1.0,0.003749400000000058,6,0.01874700000000029
0.0,0.0,1.0,0.012780000000000236,2,0.012780000000000236
0.0,0.0,0.6666666666666666,0.004404999999999992,5,0.01761999999999997
0.0,0.0,1.0,0.006853666666666906,4,0.020561000000000718
0.0,0.0,1.0,0.006246333333333354,4,0.01873900000000006
0.0,0.0,1.0,0.08813199999999988,2,0.08813199999999988
0.0,0.0,-1.0,0.02876100000000026,2,0.02876100000000026
0.0,0.0,0.5,0.0036875000000002878,3,0.0073750000000005755
0.0,0.0,0.5,0.0037055000000001392,3,0.0074110000000002785
0.0,0.0,1.0,0.01300200000000018,2,0.01300200000000018
0.0,0.0,1.0,0.019710000000000782,2,0.019710000000000782
7.75,15.5,1.0,0.00448733333333351,4,0.013462000000000529
0.0,0.0,1.0,0.04162900000000036,2,0.04162900000000036
7.75,15.5,1.0,0.0034363333333334487,4,0.010309000000000346
249.1875,481.42084413397254,1.2857142857142858,0.05215480000000004,16,0.7823220000000006
368.8,208.78745173022253,-1.0,0.07790799999999898,5,0.3116319999999959
308.6,311.20739779838857,-1.0,0.09276166666666678,10,0.834855000000001
,-1.0,-1.0,-0.0,0,0.0
773.0,-1.0,-1.0,-1.0,1,0.00014100000000638602
139.6,209.1418179131089,-1.0,0.15096374999999895,5,0.6038549999999958
0.0,-1.0,-1.0,-1.0,1,0.35303000000000395
350.2857142857143,512.8845867279849,1.0,0.01097895121951219,42,0.4501369999999998
0.0,0.0,1.0,0.007525000000001114,2,0.007525000000001114
267.18,359.1869895602954,1.2727272727272727,0.007946102040816359,50,0.38935900000000156
0.0,0.0,1.0,0.008105000000007578,2,0.008105000000007578
365.38461538461536,529.2897941145721,1.3636363636363635,0.03713188000000003,26,0.9282970000000006
,-1.0,-1.0,-0.0,0,0.0
301.25,602.5,-1.0,0.204870666666667,4,0.614612000000001
870.0,678.0213860933886,-1.0,0.13622150000000013,7,0.8173290000000009
805.0,-1.0,-1.0,-1.0,1,0.005946999999999036
,-1.0,-1.0,-0.0,0,0.0
845.2,621.5389770561457,-1.0,0.15097300000000047,5,0.6038920000000019
,-1.0,-1.0,-0.0,0,0.0
265.94117647058823,443.5360626366023,1.125,0.01700563636363634,34,0.5611859999999993
252.42857142857142,383.5117804113528,0.75,0.09610299999999998,7,0.5766179999999999
161.42105263157896,302.78747878659306,0.9,0.019684111111111235,19,0.35431400000000224
125.6842105263158,267.4706739130643,0.9,0.018784444444444246,19,0.3381199999999964
344.68,541.9558499853409,0.9230769230769231,0.009781833333333342,25,0.2347640000000002
0.0,0.0,0.6666666666666666,0.004487499999999756,5,0.017949999999999022
397.57142857142856,545.3754831145396,1.3333333333333333,0.0073503076923076855,14,0.09555399999999992
0.0,0.0,1.0,0.006828999999999752,4,0.020486999999999256
71.3170731707317,235.36816256923856,1.1578947368421053,0.022891150000000016,41,0.9156460000000006
2.0,2.8284271247461903,1.0,0.012849000000000999,2,0.012849000000000999
15.0,28.035691537752374,1.0,0.014922333333334,4,0.044767000000002
10.4,20.27149065395373,1.0,0.09187277777777798,10,0.8268550000000019
2.0,2.8284271247461903,-1.0,0.01391299999999518,2,0.01391299999999518
2.0,2.8284271247461903,-1.0,0.012397999999997467,2,0.012397999999997467
1.0,2.0,-1.0,0.04690500000000005,4,0.14071500000000015
2.0,2.8284271247461903,-1.0,0.014150000000000773,2,0.014150000000000773
0.0,-1.0,-1.0,-1.0,1,0.019344000000003803
0.0,-1.0,-1.0,-1.0,1,0.0249600000000072
2.0,2.8284271247461903,-1.0,0.012761999999980844,2,0.012761999999980844
281.0,397.39401102683973,-1.0,0.029257999999998674,2,0.029257999999998674
2.0,2.8284271247461903,-1.0,0.015557999999998628,2,0.015557999999998628
2.0,2.8284271247461903,-1.0,0.013497999999998456,2,0.013497999999998456
