avg(pkt_len),stddev(pkt_len),fb_ratio,inter_arrival_time,pkt_count,duration,tot_pkt_len,fwd_pkt_len,bwd_pkt_len
176.10714285714286,315.73304937178887,0.42103746397694525,0.0052325185185185105,28,0.1412779999999998,4931.0,1461,3470.0
40.0,-1.0,-1.0,-1.0,1,0.0,40.0,40,0.0
73.2,20.571825392998065,1.859375,0.026016250000001406,5,0.10406500000000563,366.0,238,128.0
371.55882352941177,416.27505411369765,0.36839254766031193,15.43811254545454,34,509.45771399999984,12633.0,3401,9232.0
1352.0,0.0,-1.0,0.00025713565891474294,775,0.19902300000001105,1047800.0,1047800,0.0
1344.1511627906978,98.33211220098666,-1.0,0.064569504854369,516,33.25329500000004,693582.0,693582,0.0
187.925,301.22207392638546,0.5179725363489499,5.082854051282051,40,198.23130799999998,7517.0,2565,4952.0
171.0,293.5532319699444,0.5683713173985547,0.016676499999999983,33,0.5336479999999995,5643.0,2045,3598.0
352.92,474.45353829432025,0.2902895583503948,0.0042596666666672904,25,0.10223200000001498,8823.0,1985,6838.0
233.90625,359.627527685736,0.7151695692025665,0.20871483870967736,32,6.470159999999998,7485.0,3121,4364.0
253.66666666666666,382.432174138228,0.6133135467458131,0.003172034482759045,30,0.09198900000001231,7610.0,2893,4717.0
73.2,20.571825392998065,1.859375,0.0009732499999941524,5,0.0038929999999766096,366.0,238,128.0
150.14285714285714,135.004232737877,1.017274472168906,0.07447350000000104,7,0.44684100000000626,1051.0,530,521.0
401.7931034482759,505.2289706735767,0.30686406460296095,0.01886674999999879,29,0.5282689999999661,11652.0,2736,8916.0
422.30555555555554,534.3109217591486,0.33782118972192887,0.06161948571428573,36,2.1566820000000004,15203.0,3839,11364.0
201.27272727272728,348.8590233630459,0.7912621359223301,0.09870879999999715,11,0.9870879999999715,2214.0,978,1236.0
171.41379310344828,311.0721686179429,0.43256484149855906,0.005167178571430294,29,0.14468100000004824,4971.0,1501,3470.0
136.3548387096774,106.56783391721186,0.966046511627907,0.012885966666666112,31,0.38657899999998335,4227.0,2077,2150.0
297.60869565217394,407.3036324560066,0.6654501216545012,0.048757454545455985,23,1.0726640000000316,6845.0,2735,4110.0
73.2,20.571825392998065,1.859375,0.0012920000000029574,5,0.00516800000001183,366.0,238,128.0
462.1111111111111,543.3779634021895,0.2610673135233475,0.0014184999999713455,9,0.011347999999770764,4159.0,861,3298.0
274.625,409.4113595032783,0.5128249268376657,0.21228748387096721,32,6.580911999999984,8788.0,2979,5809.0
150.1904761904762,126.14403661033774,0.8053806525472238,0.019692612903225475,63,1.2209419999999795,9462.0,4221,5241.0
492.84285714285716,573.0535422754039,0.08271219420339887,0.7709862401433691,280,215.10516099999998,137996.0,10542,127454.0
148.73563218390805,156.6937065394537,1.5337771685921284,0.6660011744186025,87,57.27610099999981,12940.0,7833,5107.0
171.9655172413793,311.248119071611,0.43387004025301895,0.005208892857142798,29,0.14584899999999834,4987.0,1509,3478.0
163.8709677419355,301.94742830891204,0.43543373834416504,0.004656033333333198,31,0.13968099999999595,5080.0,1541,3539.0
1351.858064516129,3.951316644589047,-1.0,0.0041457403100775185,775,3.2088029999999996,1047690.0,1047690,0.0
1352.0,0.0,-1.0,0.0011559444444444414,775,0.8947009999999977,1047800.0,1047800,0.0
1350.7551546391753,33.37388353829486,-1.0,0.014368522580645159,776,11.135604999999998,1048186.0,1048186,0.0
1352.0,0.0,-1.0,0.001903351421188639,775,1.4731940000000066,1047800.0,1047800,0.0
1347.857142857143,68.37134376339095,-1.0,0.018830238402061838,777,14.612264999999987,1047285.0,1047285,0.0
1351.2164948453608,21.82592802197923,-1.0,0.002168523870967748,776,1.6806060000000045,1048544.0,1048544,0.0
1350.0567010309278,46.89608973526043,-1.0,0.013595927741935496,776,10.53684400000001,1047644.0,1047644,0.0
1352.0,0.0,-1.0,0.0016374728682170348,775,1.2674039999999849,1047800.0,1047800,0.0
1347.8416988416989,61.38445193514608,-1.0,0.01490939175257732,777,11.569688,1047273.0,1047273,0.0
1352.0,0.0,-1.0,0.0025201369509043575,775,1.9505859999999728,1047800.0,1047800,0.0
1351.9767741935484,0.6465790872963897,-1.0,0.005127184754521962,775,3.9684409999999986,1047782.0,1047782,0.0
1349.068211068211,58.09711679962801,-1.0,0.00956207731958764,777,7.420172000000008,1048226.0,1048226,0.0
1352.0,0.0,-1.0,0.0006447260981912047,775,0.4990179999999924,1047800.0,1047800,0.0
1348.1338481338482,65.2833838424465,-1.0,0.015679216494845386,777,12.167072000000019,1047500.0,1047500,0.0
1352.0,0.0,-1.0,0.0011857816537467676,775,0.9177949999999981,1047800.0,1047800,0.0
1349.3835263835265,51.624008803765655,-1.0,0.014321969072164936,777,11.11384799999999,1048471.0,1048471,0.0
1352.0,0.0,-1.0,0.00319973901808785,775,2.4765979999999956,1047800.0,1047800,0.0
1350.903350515464,30.549119649184753,-1.0,0.018630409032258054,776,14.438566999999992,1048301.0,1048301,0.0
1350.993556701031,28.036266094022675,-1.0,0.007451301935483893,776,5.774759000000017,1048371.0,1048371,0.0
1352.0,0.0,-1.0,0.0022164896640826915,775,1.715563000000003,1047800.0,1047800,0.0
1346.6735218508998,76.70788222239753,-1.0,0.02998735778635781,778,23.30017700000002,1047712.0,1047712,0.0
1352.0,0.0,-1.0,0.000583228682170526,775,0.45141899999998714,1047800.0,1047800,0.0
1348.8275418275418,62.553615050883636,-1.0,0.033692228092783445,777,26.145168999999953,1048039.0,1048039,0.0
1352.0,0.0,-1.0,0.0004524689922480641,775,0.3502110000000016,1047800.0,1047800,0.0
