avg(pkt_len),stddev(pkt_len),fb_ratio,inter_arrival_time,pkt_count,duration,tot_pkt_len,fwd_pkt_len,bwd_pkt_len
195.93333333333334,371.4728343589429,0.2717438338381653,0.017695999999998793,15,0.2477439999999831,2939.0,628,2311.0
415.55,584.5679893823526,0.1005031779661017,0.016388578947368757,20,0.3113830000000064,8311.0,759,7552.0
415.55,593.1084461945964,0.1005031779661017,0.021184421052631602,20,0.4025040000000004,8311.0,759,7552.0
195.93333333333334,371.4728343589429,0.2717438338381653,0.044026857142856306,15,0.6163759999999883,2939.0,628,2311.0
307.88235294117646,485.05580839208795,0.17949295774647886,0.03263693939393961,34,1.077019000000007,10468.0,1593,8875.0
195.93333333333334,371.4728343589429,0.2717438338381653,0.030751785714285922,15,0.43052500000000293,2939.0,628,2311.0
195.93333333333334,371.4728343589429,0.2717438338381653,0.04497692857142864,15,0.6296770000000009,2939.0,628,2311.0
115.66071428571429,140.6540419746604,0.6087928464977646,1.2087431981981984,112,134.17049500000002,12954.0,4902,8052.0
73.2,20.571825392998065,1.859375,0.018215500000003715,5,0.07286200000001486,366.0,238,128.0
73.2,20.571825392998065,1.859375,0.017473500000001252,5,0.06989400000000501,366.0,238,128.0
238.53333333333333,405.15409179130614,0.20960108181203516,0.018283999999999776,15,0.2559759999999969,3578.0,620,2958.0
415.55,584.5679893823526,0.1005031779661017,0.017582842105263216,20,0.3340740000000011,8311.0,759,7552.0
73.2,20.571825392998065,1.859375,0.017226999999998327,5,0.06890799999999331,366.0,238,128.0
158.4121212121212,256.09416112901806,2.2253208292201383,0.6485431463414634,165,106.361076,26138.0,18034,8104.0
73.2,20.571825392998065,1.859375,0.020702499999998736,5,0.08280999999999494,366.0,238,128.0
247.4848484848485,406.72480877831583,0.2294144211952431,0.021977468750000284,33,0.7032790000000091,8167.0,1524,6643.0
149.0,0.0,-1.0,64.56193999999999,2,64.56193999999999,298.0,298,0.0
195.93333333333334,371.4728343589429,0.2717438338381653,0.014062500000001421,15,0.1968750000000199,2939.0,628,2311.0
195.93333333333334,371.4728343589429,0.2717438338381653,0.019314071428571618,15,0.27039700000000266,2939.0,628,2311.0
195.93333333333334,371.4728343589429,0.2717438338381653,0.03474399999999938,15,0.4864159999999913,2939.0,628,2311.0
202.06666666666666,369.8950559022821,0.3115534400692341,0.019351214285714086,15,0.2709169999999972,3031.0,720,2311.0
64.0,33.94112549695428,2.2,0.061979000000008,2,0.061979000000008,128.0,88,40.0
71.0,21.696250199683647,0.9407744874715261,0.0011167272727267243,12,0.012283999999993966,852.0,413,439.0
64.0,33.94112549695428,2.2,0.03777500000003897,2,0.03777500000003897,128.0,88,40.0
372.3888888888889,503.0324675393158,0.42435189120271993,7.524878235294118,18,127.92293000000001,6703.0,1997,4706.0
101.54545454545455,77.34515322418545,0.8996598639455783,3.0150072,11,30.150071999999998,1117.0,529,588.0
415.55,593.1084461945964,0.1005031779661017,0.03356810526315787,20,0.6377939999999995,8311.0,759,7552.0
415.55,593.1084461945964,0.1005031779661017,0.03577036842105261,20,0.6796369999999996,8311.0,759,7552.0
73.2,20.571825392998065,1.859375,0.018849499999994634,5,0.07539799999997854,366.0,238,128.0
477.35135135135135,619.333029073132,0.4844511682635737,0.05827616666666656,37,2.097941999999996,17662.0,5764,11898.0
