avg(pkt_len),stddev(pkt_len),fb_ratio,inter_arrival_time,pkt_count,duration,tot_pkt_len,fwd_pkt_len,bwd_pkt_len
703.4038461538462,673.7845486682911,0.10228128861163849,0.5924839215686275,52,30.21668,36577.0,3394,33183.0
147.38888888888889,200.5311003865042,2.1248527679623086,1.8186683529411762,18,30.917361999999997,2653.0,1804,849.0
298.35714285714283,432.83725572909026,0.4346556757685042,1.1620001851851856,28,31.37400500000001,8354.0,2531,5823.0
1381.5846994535518,247.46551597884977,-1.0,0.001409725034199739,732,1.0305090000000092,1011320.0,1011320,0.0
295.2096774193548,386.6644725482829,0.3761654135338346,0.566288262295082,62,34.543584,18303.0,5003,13300.0
422.4166666666667,541.0652125998439,1.6655565293602104,0.01936731428571424,36,0.6778559999999985,15207.0,9502,5705.0
64.0,33.94112549695428,2.2,0.0009210000000621221,2,0.0009210000000621221,128.0,88,40.0
1423.6194690265486,97.13591035903175,-1.0,0.0551048085106383,565,31.079112000000002,804345.0,804345,0.0
64.0,33.94112549695428,2.2,0.0009809999999106367,2,0.0009809999999106367,128.0,88,40.0
1396.8475609756097,194.7918702506486,-1.0,0.0014510336391437336,328,0.4744880000000009,458166.0,458166,0.0
88.0,0.0,-1.0,1.1682738333333322,7,7.009642999999993,616.0,616,0.0
64.0,33.94112549695428,2.2,0.0009939999999915017,2,0.0009939999999915017,128.0,88,40.0
181.05128205128204,297.7091435328279,0.558719646799117,0.015749052631578945,39,0.5984639999999999,7061.0,2531,4530.0
405.3703703703704,540.3086830085862,0.3434393028108506,1.2402680769230783,27,32.24697000000003,10945.0,2798,8147.0
250.85,412.7246272621952,1.0778629115758955,0.12966041025641026,40,5.056756,10034.0,5205,4829.0
73.2,20.571825392998065,1.859375,0.000623499999999666,5,0.002493999999998664,366.0,238,128.0
978.1315298507462,638.8808466256801,0.022467713814313964,0.0009342464985994406,1072,1.0005780000000009,1048557.0,23041,1025516.0
863.0,665.688723663934,0.03215735070816057,0.0011667907253269912,842,0.9812709999999996,726646.0,22639,704007.0
251.5185185185185,373.4667496650981,0.5148338166406424,0.08865638461538503,27,2.3050660000000107,6791.0,2308,4483.0
490.7083333333333,552.3633841037905,1.2608946054904973,1.0583979999999997,72,75.14625799999997,35331.0,19704,15627.0
378.4583333333333,498.0821228033968,7.604041679823177,1.559967197183098,72,110.75767099999996,27249.0,24082,3167.0
308.6521739130435,470.15709257609296,0.6398706398706399,1.4239175909090909,23,31.326186999999997,7099.0,2770,4329.0
289.55882352941177,397.70304066746803,0.48581346211892545,0.6859684848484848,34,22.63696,9845.0,3219,6626.0
64.0,33.94112549695428,2.2,0.0008719999999868833,2,0.0008719999999868833,128.0,88,40.0
436.8787878787879,557.6535527085655,1.741395702605058,0.01899721874999999,33,0.6079109999999996,14417.0,9158,5259.0
1278.1304347826087,416.15144799457823,-1.0,1.4018689545454548,23,30.841117000000004,29397.0,29397,0.0
387.25,561.9321578269036,0.17526555386949924,1.1354572962962965,28,30.65734700000001,10843.0,1617,9226.0
69.33333333333333,25.716402029314544,1.6,0.15267750000000113,3,0.30535500000000226,208.0,128,80.0
364.2368421052632,421.1179095468507,1.96127513906718,0.8388819459459461,38,31.038632000000007,13841.0,9167,4674.0
69.2,8.443274772793368,1.4714285714285715,0.0016154444444459336,10,0.014539000000013402,692.0,412,280.0
193.0744479495268,304.2353318251702,0.7102754118883151,0.8156234981060604,1585,1291.9476209999996,306023.0,127091,178932.0
247.96923076923076,414.6724222666146,6.179510022271715,1.4641365156250004,65,93.70473700000002,16118.0,13873,2245.0
70.66666666666667,10.633281086601006,1.9444444444444444,0.14428839999999923,6,0.7214419999999961,424.0,280,144.0
88.0,0.0,-1.0,1.1674906666666705,7,7.004944000000023,616.0,616,0.0
75.5,23.0,3.71875,0.005111000000004158,4,0.015333000000012476,302.0,238,64.0
88.0,0.0,-1.0,1.16781100000001,7,7.006866000000059,616.0,616,0.0
1370.8056478405315,255.37347372594803,-1.0,0.0023809301164725493,602,1.4309390000000022,825225.0,825225,0.0
69.33333333333333,25.716402029314544,1.6,0.13525900000001911,3,0.27051800000003823,208.0,128,80.0
64.0,33.94112549695428,2.2,0.0009549999999762804,2,0.0009549999999762804,128.0,88,40.0
334.8666666666667,507.45013231017015,0.19538315088053307,1.056626793103448,30,30.642176999999997,10046.0,1642,8404.0
868.7373653686827,666.6462868432371,0.034595852207640235,0.0014170456053068006,1207,1.7089570000000016,1048566.0,35063,1013503.0
62.145833333333336,8.843773102869356,-1.0,0.0017323829787234018,48,0.08142199999999988,2983.0,2983,0.0
157.38709677419354,152.0339167026785,3.4394904458598727,6.044109199999998,31,181.32327599999994,4879.0,3780,1099.0
128.05,136.59485811390522,1.2583774250440918,1.6136367894736845,20,30.659099000000005,2561.0,1427,1134.0
312.11538461538464,460.7249354591589,0.24044634668297157,0.019648720000000282,26,0.49121800000000704,8115.0,1573,6542.0
57.57142857142857,22.478561214760038,1.0456852791878173,1.491418666666667,7,8.948512000000001,403.0,206,197.0
88.0,0.0,-1.0,1.5734128571428496,8,11.013889999999947,704.0,704,0.0
895.2058111380145,661.014033284588,0.028193847300476665,0.0006611407766990327,413,0.27239000000000146,369720.0,10138,359582.0
69.33333333333333,25.716402029314544,1.6,0.114066499999808,3,0.228132999999616,208.0,128,80.0
314.2962962962963,459.35538569866617,0.267513069454817,0.042924346153846764,27,1.1160330000000158,8486.0,1791,6695.0
877.3059125964011,663.316947372172,0.034850612076572494,0.0006780979381443298,389,0.26310199999999995,341272.0,11493,329779.0
64.0,33.94112549695428,2.2,0.0008749999999508873,2,0.0008749999999508873,128.0,88,40.0
88.0,0.0,-1.0,1.8354288333333386,7,11.012573000000032,616.0,616,0.0
75.5,23.0,3.71875,0.0010426666666679314,4,0.0031280000000037944,302.0,238,64.0
69.33333333333333,8.752488823532456,1.3636363636363635,0.020123999999999465,12,0.22136399999999412,832.0,480,352.0
298.83870967741933,394.55722836061807,1.3975155279503106,1.0309385666666686,31,30.928157000000056,9264.0,5400,3864.0
88.0,0.0,-1.0,1.1677159999999844,7,7.006295999999907,616.0,616,0.0
896.9666381522669,657.0078173069728,0.027535756108794607,0.00106959417808219,1169,1.249285999999998,1048554.0,28099,1020455.0
64.07291666666667,4.021638293208815,-1.0,0.0054414842105263445,96,0.5169410000000028,6151.0,6151,0.0
88.0,0.0,-1.0,1.5729731428571248,8,11.010811999999873,704.0,704,0.0
191.10526315789474,312.6530578231166,0.574246694125298,3.2567874594594617,38,120.50113600000009,7262.0,2649,4613.0
865.8323699421966,668.0256607699952,0.032815935256617364,0.0008527314049586764,1211,1.0318049999999985,1048523.0,33315,1015208.0
67.49776785714286,8.656507266149404,-1.0,0.0022470335570469804,448,1.0044240000000002,30239.0,30239,0.0
321.6666666666667,501.2161363968795,0.4329318594291371,0.00334153846153849,27,0.08688000000000073,8685.0,2624,6061.0
326.0,444.2891325852269,0.33650377172843554,1.2920417083333333,25,31.009000999999998,8150.0,2052,6098.0
88.0,0.0,-1.0,1.1677455000000048,7,7.006473000000028,616.0,616,0.0
377.02941176470586,452.9886937711492,0.9591930307198533,0.5232234848484895,34,17.266375000000153,12819.0,6276,6543.0
1402.9756097560976,135.44164710409152,-1.0,0.001867795107033632,328,0.6107689999999977,460176.0,460176,0.0
69.2,8.443274772793368,1.4714285714285715,0.004142666666628732,10,0.03728399999965859,692.0,412,280.0
311.3076923076923,468.56075543995524,0.24274527867342238,0.020746119999999736,26,0.5186529999999934,8094.0,1581,6513.0
483.5833333333333,617.2433523826774,2.425619834710744,0.2713347272727273,12,2.984682,5803.0,4109,1694.0
64.0,33.94112549695428,2.2,0.0009479999999939537,2,0.0009479999999939537,128.0,88,40.0
204.15384615384616,316.54180221671714,0.5778834720570749,0.004194736842104649,39,0.15939999999997667,7962.0,2916,5046.0
61.125,23.11114449783913,1.482233502538071,2.2517252857142855,8,15.762076999999998,489.0,292,197.0
115.33333333333333,50.52062285179522,1.9572649572649572,0.003322999999966214,3,0.006645999999932428,346.0,229,117.0
167.46666666666667,266.8343907565055,0.523116568137032,0.07744393220338985,60,4.569192000000001,10048.0,3451,6597.0
307.037037037037,438.59219550752834,0.423664777606045,1.206362230769243,27,31.365418000000318,8290.0,2467,5823.0
1327.076923076923,312.90189172671006,-1.0,0.005662639999999897,26,0.14156599999999742,34504.0,34504,0.0
261.5813953488372,331.84084198231307,1.3650126156433977,0.7396697857142867,43,31.06613100000004,11248.0,6492,4756.0
909.3899480069324,658.742640773908,0.028110923230355956,0.0015085052083333315,577,0.868898999999999,524718.0,14347,510371.0
69.33333333333333,8.752488823532456,1.3636363636363635,0.0207447272727305,12,0.22819200000003548,832.0,480,352.0
164.54545454545453,246.5681908261338,0.5835520559930009,0.001247799999999888,11,0.012477999999998879,1810.0,667,1143.0
285.3103448275862,423.30882879054116,0.4216494845360825,0.7744575357142806,29,21.684810999999854,8274.0,2454,5820.0
69.33333333333333,8.752488823532456,1.3636363636363635,0.021849727272731136,12,0.2403470000000425,832.0,480,352.0
69.33333333333333,25.716402029314544,1.6,0.11262350000004062,3,0.22524700000008124,208.0,128,80.0
430.34615384615387,572.1722078051462,0.3430560556955948,1.2063157599999998,26,30.157894,11189.0,2858,8331.0
88.0,0.0,-1.0,1.1675936666666615,7,7.005561999999969,616.0,616,0.0
890.1213921901528,660.9911584163605,0.031864339395561624,0.0007856593033135073,1178,0.9247209999999981,1048563.0,32380,1016183.0
64.7948717948718,7.413286390981388,-1.0,0.005157921052631646,39,0.19600100000000253,2527.0,2527,0.0
69.33333333333333,25.716402029314544,1.6,0.1591204999999718,3,0.3182409999999436,208.0,128,80.0
899.7627118644068,660.5025634953795,0.031648589881174735,0.0011594203581526863,1062,1.2301450000000003,955548.0,29314,926234.0
205.93103448275863,346.2591495817641,0.9314359637774903,4.235239929824561,58,241.408676,11944.0,5760,6184.0
1425.3473684210526,64.84183185178173,-1.0,0.001483010638297775,95,0.13940299999999084,135408.0,135408,0.0
197.07692307692307,310.57327168483164,0.5265143992055611,3.1850810000000003,39,121.033078,7686.0,2651,5035.0
