avg(pkt_len),stddev(pkt_len),fb_ratio,inter_arrival_time,pkt_count,duration,tot_pkt_len,fwd_pkt_len,bwd_pkt_len
195.93333333333334,371.4728343589429,0.2717438338381653,0.014923357142882716,15,0.20892700000035802,2939.0,628.0,2311.0
101.54545454545455,77.34515322418545,0.8996598639455783,3.0751944000000093,11,30.751944000000094,1117.0,529.0,588.0
415.55,584.5679893823526,0.1005031779661017,0.01735500000000313,20,0.32974500000005946,8311.0,759.0,7552.0
415.55,584.5679893823526,0.1005031779661017,0.017409105263171017,20,0.33077300000024934,8311.0,759.0,7552.0
277.8666666666667,502.38486480083407,0.19358533791523483,0.23710335714286299,15,3.319447000000082,4168.0,676.0,3492.0
195.93333333333334,371.4728343589429,0.2717438338381653,0.03986328571428593,15,0.558086000000003,2939.0,628.0,2311.0
415.55,584.5679893823526,0.1005031779661017,0.01647384210526812,20,0.3130030000000943,8311.0,759.0,7552.0
101.54545454545455,77.34515322418545,0.8996598639455783,3.0745679000000337,11,30.745679000000337,1117.0,529.0,588.0
195.93333333333334,371.4728343589429,0.2717438338381653,0.01426592857142899,15,0.19972300000000587,2939.0,628.0,2311.0
415.55,593.1084461945964,0.1005031779661017,0.032500736842106755,20,0.6175140000000283,8311.0,759.0,7552.0
64.0,33.94112549695428,2.2,0.2563449999999534,2,0.2563449999999534,128.0,88.0,40.0
195.93333333333334,371.4728343589429,0.2717438338381653,0.02458721428570243,15,0.344220999999834,2939.0,628.0,2311.0
195.93333333333334,371.4728343589429,0.2717438338381653,0.06495228571428616,15,0.9093320000000062,2939.0,628.0,2311.0
195.93333333333334,371.4728343589429,0.2717438338381653,0.046552928571433734,15,0.6517410000000723,2939.0,628.0,2311.0
195.93333333333334,371.4728343589429,0.2717438338381653,0.017519071428572324,15,0.24526700000001256,2939.0,628.0,2311.0
195.93333333333334,371.4728343589429,0.2717438338381653,0.017779571428556146,15,0.24891399999978603,2939.0,628.0,2311.0
195.93333333333334,371.4728343589429,0.2717438338381653,0.06190085714285942,15,0.8666120000000319,2939.0,628.0,2311.0
415.55,593.1084461945964,0.1005031779661017,0.04330189473684916,20,0.822736000000134,8311.0,759.0,7552.0
101.54545454545455,77.34515322418545,0.8996598639455783,3.0177590999999895,11,30.177590999999893,1117.0,529.0,588.0
195.93333333333334,371.4728343589429,0.2717438338381653,0.017684571428572684,15,0.24758400000001757,2939.0,628.0,2311.0
180.41176470588235,350.2326117781455,0.29136842105263155,0.06801306250000039,17,1.0882090000000062,3067.0,692.0,2375.0
195.93333333333334,371.4728343589429,0.2717438338381653,0.01455649999998546,15,0.20379099999979644,2939.0,628.0,2311.0
195.93333333333334,371.4728343589429,0.2717438338381653,0.017823214285714175,15,0.24952499999999844,2939.0,628.0,2311.0
101.54545454545455,77.34515322418545,0.8996598639455783,3.018385700000002,11,30.183857000000017,1117.0,529.0,588.0
195.93333333333334,371.4728343589429,0.2717438338381653,0.013355642857144443,15,0.1869790000000222,2939.0,628.0,2311.0
142.0,228.4959518240969,1.8608058608058609,0.09400909999999385,11,0.9400909999999385,1562.0,1016.0,546.0
142.0,228.4959518240969,1.8608058608058609,0.07855070000000523,11,0.7855070000000524,1562.0,1016.0,546.0
122.34482758620689,115.00132789980825,2.125991189427313,6.26613953571429,29,175.45190700000012,3548.0,2413.0,1135.0
195.93333333333334,371.4728343589429,0.2717438338381653,0.022877571428564027,15,0.3202859999998964,2939.0,628.0,2311.0
195.93333333333334,371.4728343589429,0.2717438338381653,0.01546978571428578,15,0.2165770000000009,2939.0,628.0,2311.0
195.93333333333334,371.4728343589429,0.2717438338381653,0.018473857142859224,15,0.2586340000000291,2939.0,628.0,2311.0
195.93333333333334,371.4728343589429,0.2717438338381653,0.05099064285714202,15,0.7138689999999883,2939.0,628.0,2311.0
195.93333333333334,371.4728343589429,0.2717438338381653,0.025083714285707565,15,0.3511719999999059,2939.0,628.0,2311.0
415.55,593.1084461945964,0.1005031779661017,0.016992210526316404,20,0.3228520000000117,8311.0,759.0,7552.0
195.93333333333334,371.4728343589429,0.2717438338381653,0.053032642857145006,15,0.7424570000000301,2939.0,628.0,2311.0
101.54545454545455,77.34515322418545,0.8996598639455783,3.0308780999999954,11,30.308780999999954,1117.0,529.0,588.0
415.55,584.5679893823526,0.1005031779661017,0.016361473684210488,20,0.31086799999999926,8311.0,759.0,7552.0
195.93333333333334,371.4728343589429,0.2717438338381653,0.026527642857144786,15,0.371387000000027,2939.0,628.0,2311.0
195.93333333333334,371.4728343589429,0.2717438338381653,0.01664421428568273,15,0.23301899999955822,2939.0,628.0,2311.0
195.93333333333334,371.4728343589429,0.2717438338381653,0.06780357142857138,15,0.9492499999999993,2939.0,628.0,2311.0
