,avg(pkt_len),stddev(pkt_len),fb_ratio,inter_arrival_time,pkt_count,duration,is_tcp,tot_pkt_len,fwd_pkt_len,bwd_pkt_len,outcome
57,73.2,20.571825392998065,1.859375,0.017485749999998745,5,0.06994299999999498,1,366.0,238.0,128.0,download
1004,70.92380952380952,11.512280431461036,-1.0,0.0029472788461538755,105,0.30651700000000304,1,7447.0,7447.0,0.0,game
1663,193.84,364.8099596593638,0.42907696844588616,0.007499958333333724,25,0.17999900000000935,1,4846.0,1455.0,3391.0,download
653,347.0,488.3118072017424,0.4540121516865703,0.26681378947368417,20,5.0694620000000015,1,6940.0,2167.0,4773.0,voip
872,195.9333333333333,371.47283435894286,0.2717438338381653,0.09303857142856486,15,1.302539999999908,1,2939.0,628.0,2311.0,voip
814,257.0,309.7127701597078,0.07983193277310924,0.002479999999991378,2,0.002479999999991378,0,514.0,38.0,476.0,streaming
413,73.2,20.571825392998065,1.859375,0.02607524999999811,5,0.10430099999999244,1,366.0,238.0,128.0,streaming
1977,1352.0,0.0,-1.0,0.00010567700258394536,775,0.08179399999997372,1,1047800.0,1047800.0,0.0,download
895,301.8450906996833,78.9354149220489,-1.0,0.06198370046082944,3473,215.20740799999973,0,1048308.0,1048308.0,0.0,game
763,280.0,335.1686142824235,0.08317214700193422,0.0030550000000175714,2,0.0030550000000175714,0,560.0,43.0,517.0,streaming
1676,86.5,37.476659402887016,0.5309734513274337,0.09385499999996227,2,0.09385499999996227,0,173.0,60.0,113.0,game
337,187.84615384615384,356.76644374802873,0.4239067055393586,0.005180239999996275,26,0.12950599999990686,1,4884.0,1454.0,3430.0,game
1859,64.0,0.0,2.0,0.002060000000000173,3,0.0041200000000003465,1,192.0,128.0,64.0,streaming
1378,140.5,0.7071067811865476,-1.0,8.500000000011275e-05,2,8.500000000011275e-05,0,281.0,281.0,0.0,voip
993,182.0,0.0,-1.0,1.0008113333333313,4,3.0024339999999934,0,728.0,728.0,0.0,game
1068,1352.0,0.0,-1.0,0.0005907299741601987,775,0.4572249999999939,1,1047800.0,1047800.0,0.0,streaming
1715,1352.0,0.0,-1.0,0.00025713565891474294,775,0.19902300000001105,1,1047800.0,1047800.0,0.0,streaming
1589,1303.0509950248754,129.03350327676702,-1.0,0.0016811481942715235,804,1.3499620000000334,1,1047653.0,1047653.0,0.0,streaming
1197,41.0,0.0,-1.0,0.4108030000001008,2,0.4108030000001008,0,82.0,82.0,0.0,game
730,1305.6363636363635,124.5286265308628,-1.0,0.002472445137157107,803,1.982901,1,1048426.0,1048426.0,0.0,streaming
551,69.33333333333333,25.71640202931455,1.6,0.1591204999999718,3,0.3182409999999436,1,208.0,128.0,80.0,game
477,809.9576185671042,692.9828296880117,0.04152647388943315,0.1105941484848485,991,109.48820700000002,1,802668.0,32003.0,770665.0,download
958,183.0,0.0,-1.0,2.257075999999993,4,6.7712279999999785,0,732.0,732.0,0.0,game
455,906.9190751445088,656.1547317885958,0.027294651723648745,0.0008207471042471022,519,0.4251469999999991,1,470691.0,12506.0,458185.0,game
1790,115.33333333333331,50.52062285179522,1.9572649572649568,0.0083204999999964,3,0.0166409999999928,1,346.0,229.0,117.0,game
1984,168.0,181.01933598375615,0.13513513513513514,0.000956000000000401,2,0.000956000000000401,0,336.0,40.0,296.0,game
1470,352.92,474.4535382943202,0.2902895583503948,0.00425966666666729,25,0.10223200000001498,1,8823.0,1985.0,6838.0,streaming
1534,1308.796504369538,119.860782943235,-1.0,0.002196648749999995,801,1.7573189999999954,1,1048346.0,1048346.0,0.0,streaming
249,73.2,20.571825392998065,1.859375,0.0015189999999982715,5,0.006075999999993087,1,366.0,238.0,128.0,streaming
923,1352.0,0.0,-1.0,8.925322997417151e-05,775,0.06908200000000875,1,1047800.0,1047800.0,0.0,download
1574,64.0,0.0,2.0,0.008384999999998755,3,0.01676999999999751,1,192.0,128.0,64.0,download
971,1482.0,0.0,-1.0,0.00020929178470255696,707,0.14776000000000522,1,1047774.0,1047774.0,0.0,download
109,307.037037037037,462.56945270467077,0.4394860218787984,1.2008733461538423,27,31.2227069999999,1,8290.0,2531.0,5759.0,game
1700,195.9333333333333,371.47283435894286,0.2717438338381653,0.01780835714285851,15,0.2493170000000191,1,2939.0,628.0,2311.0,voip
1085,60.0,11.31370849898476,0.7647058823529411,0.016397999999981042,2,0.016397999999981042,0,120.0,52.0,68.0,game
107,415.55,593.1084461945964,0.1005031779661017,0.04965231578946833,20,0.9433939999998984,1,8311.0,759.0,7552.0,voip
571,1352.0,0.0,-1.0,0.00016063695090439282,775,0.12433300000000005,1,1047800.0,1047800.0,0.0,download
1894,122.34482758620688,115.00132789980823,2.1259911894273134,6.26613953571429,29,175.45190700000012,1,3548.0,2413.0,1135.0,voip
1012,287.5,324.5620125646253,0.11218568665377177,0.013198999999985972,2,0.013198999999985972,0,575.0,58.0,517.0,streaming
694,64.0,33.94112549695428,2.2,0.000921000000062122,2,0.000921000000062122,1,128.0,88.0,40.0,game
381,195.9333333333333,371.47283435894286,0.2717438338381653,0.018269928571450173,15,0.2557790000003024,1,2939.0,628.0,2311.0,voip
823,124.04166666666669,197.16964206901423,1.593205574912892,0.24670417391304386,24,5.674196000000008,1,2977.0,1829.0,1148.0,streaming
1717,1352.0,0.0,-1.0,8.334108527132895e-05,775,0.06450600000000861,1,1047800.0,1047800.0,0.0,download
1866,298.35714285714283,432.8372557290904,0.4346556757685042,1.1620001851851856,28,31.37400500000001,1,8354.0,2531.0,5823.0,game
1688,60.0,11.31370849898476,0.7647058823529411,0.017714999999952852,2,0.017714999999952852,0,120.0,52.0,68.0,game
1099,195.9333333333333,371.47283435894286,0.2717438338381653,0.05282849999999988,15,0.7395989999999983,1,2939.0,628.0,2311.0,download
1823,409.6315789473685,492.7855303754042,0.6371476651241059,0.04620038888888997,19,0.8316070000000195,1,7783.0,3029.0,4754.0,streaming
865,333.25,525.4027661391465,0.13254035683942225,0.01695053333333334,16,0.2542580000000001,1,5332.0,624.0,4708.0,download
516,744.909026297086,370.44257905635993,-1.0,0.003923523470839272,1407,5.5164740000000165,0,1048087.0,1048087.0,0.0,voip
1578,66.38431061806656,8.352906063577207,-1.0,0.02562437249851397,5048,129.326208,1,335108.0,335108.0,0.0,download
1560,1352.0,0.0,-1.0,9.371705426356196e-05,775,0.07253699999999698,1,1047800.0,1047800.0,0.0,download
646,477.9165145985401,551.9562701881256,-1.0,0.008390517115472361,2192,18.38362299999995,0,1047593.0,1047593.0,0.0,voip
751,147.38888888888889,200.53110038650416,2.1248527679623086,1.818668352941176,18,30.917362,1,2653.0,1804.0,849.0,game
185,836.1698564593303,331.1027125251012,-1.0,0.002713882681564251,1254,3.4004950000000065,0,1048557.0,1048557.0,0.0,voip
1794,127.69565217391305,200.76839546253484,1.6507220216606495,0.2572475454545456,23,5.659446000000003,1,2937.0,1829.0,1108.0,streaming
1218,1352.0,0.0,-1.0,8.044315245478232e-05,775,0.06226300000000151,1,1047800.0,1047800.0,0.0,download
495,182.0,0.0,-1.0,1.011254999999996,4,3.0337649999999883,0,728.0,728.0,0.0,game
144,1349.068211068211,58.09711679962801,-1.0,0.00956207731958764,777,7.420172000000008,1,1048226.0,1048226.0,0.0,streaming
1041,415.55,584.5679893823526,0.1005031779661017,0.016652368421055618,20,0.3163950000000568,1,8311.0,759.0,7552.0,voip
1951,212.75,373.62511524814016,0.6689249420574077,5.619642744186046,44,241.644638,1,9361.0,3752.0,5609.0,game
874,30.0,5.656854249492381,0.7647058823529411,0.09034299999997586,2,0.09034299999997586,0,60.0,26.0,34.0,voip
468,1352.0,0.0,-1.0,0.00014655555555553466,775,0.11343399999998385,1,1047800.0,1047800.0,0.0,download
1595,547.0238095238095,629.8680654764812,0.12144286620783913,0.7436427073170773,42,30.489351000000173,1,22975.0,2488.0,20487.0,game
106,195.9333333333333,371.47283435894286,0.2717438338381653,0.012861928571429156,15,0.1800670000000082,1,2939.0,628.0,2311.0,voip
1030,30.0,5.656854249492381,0.7647058823529411,0.2834439999999745,2,0.2834439999999745,0,60.0,26.0,34.0,voip
1196,1346.6735218508998,76.70788222239753,-1.0,0.02998735778635781,778,23.30017700000002,1,1047712.0,1047712.0,0.0,streaming
691,97.0,62.22539674441618,0.375886524822695,0.017289000000005217,2,0.017289000000005217,0,194.0,53.0,141.0,game
1740,1348.7953667953668,63.16163669221827,-1.0,0.026304025773195874,777,20.411924,1,1048014.0,1048014.0,0.0,streaming
157,1352.0,0.0,-1.0,0.00010516795865633348,775,0.08140000000000214,1,1047800.0,1047800.0,0.0,download
736,391.0,-1.0,-1.0,-1.0,1,0.0,0,391.0,391.0,0.0,voip
289,127.6086956521739,200.74604923779944,1.6489169675090252,0.2569203181818181,23,5.652246999999999,1,2935.0,1827.0,1108.0,streaming
1713,415.55,584.5679893823526,0.1005031779661017,0.013962315789474121,20,0.2652840000000083,1,8311.0,759.0,7552.0,voip
256,56.0,0.0,1.0,0.006710999999995693,2,0.006710999999995693,0,112.0,56.0,56.0,game
961,377.28844076341375,489.1206225611499,-1.0,0.012273110590778137,2777,34.070155000000106,0,1047730.0,1047730.0,0.0,voip
884,195.9333333333333,371.47283435894286,0.2717438338381653,0.04839064285715722,15,0.677469000000201,1,2939.0,628.0,2311.0,voip
778,195.9333333333333,371.47283435894286,0.2717438338381653,0.051082857142854925,15,0.7151599999999689,1,2939.0,628.0,2311.0,voip
1077,164.58333333333334,115.68881326710684,-1.0,53.03900745454546,12,583.429082,0,1975.0,1975.0,0.0,voip
1588,195.9333333333333,371.47283435894286,0.2717438338381653,0.043970071428568805,15,0.6155809999999633,1,2939.0,628.0,2311.0,voip
1632,415.55,584.5679893823526,0.1005031779661017,0.016623210526308628,20,0.3158409999998639,1,8311.0,759.0,7552.0,voip
1265,1352.0,0.0,-1.0,0.00014254909560723142,775,0.11033299999999713,1,1047800.0,1047800.0,0.0,download
1972,1352.0,0.0,-1.0,0.00011870671834626074,775,0.09187900000000583,1,1047800.0,1047800.0,0.0,download
1642,101.54545454545456,77.34515322418545,0.8996598639455783,3.039847499999996,11,30.398474999999962,1,1117.0,529.0,588.0,voip
297,195.9333333333333,371.47283435894286,0.2717438338381653,0.013223999999999998,15,0.185136,1,2939.0,628.0,2311.0,voip
234,195.9333333333333,371.47283435894286,0.2717438338381653,0.01416878571428575,15,0.1983630000000005,1,2939.0,628.0,2311.0,download
1175,322.92592592592587,470.975903836175,0.20594744121715075,0.09518050000000007,27,2.474693000000002,1,8719.0,1489.0,7230.0,streaming
1032,1352.0,0.0,-1.0,0.00016714599483201253,775,0.1293709999999777,1,1047800.0,1047800.0,0.0,download
428,858.3030303030303,352.31490882818605,-1.0,0.0028962860655737444,1221,3.533468999999968,0,1047988.0,1047988.0,0.0,voip
102,195.9333333333333,371.47283435894286,0.2717438338381653,0.020713857142871862,15,0.2899940000002061,1,2939.0,628.0,2311.0,voip
910,1278.1304347826087,416.15144799457823,-1.0,1.4018689545454548,23,30.841117000000004,1,29397.0,29397.0,0.0,game
404,262.5,299.10616844190963,0.10759493670886076,0.0017540000000053626,2,0.0017540000000053626,0,525.0,51.0,474.0,streaming
420,16.0,-1.0,-1.0,-1.0,1,0.0,0,16.0,16.0,0.0,streaming
1967,323.0,-1.0,-1.0,-1.0,1,0.0,0,323.0,323.0,0.0,game
1809,295.2096774193548,386.66447254828284,0.3761654135338346,0.5662882622950821,62,34.543584,1,18303.0,5003.0,13300.0,game
1208,142.88,140.52411418210994,2.938257993384785,3.8845727083333252,25,93.2297449999998,1,3572.0,2665.0,907.0,game
681,1352.0,0.0,-1.0,0.0001002674418605024,775,0.07760700000002885,1,1047800.0,1047800.0,0.0,download
360,448.7735849056604,545.9336618445304,0.4838729802233452,0.03936790384615385,53,2.0471310000000003,1,23785.0,7756.0,16029.0,streaming
1453,195.9333333333333,371.47283435894286,0.2717438338381653,0.019551499999969173,15,0.27372099999956845,1,2939.0,628.0,2311.0,voip
1994,195.9333333333333,371.47283435894286,0.2717438338381653,0.067545714285708,15,0.9456399999999119,1,2939.0,628.0,2311.0,voip
1082,1304.0621890547266,127.14170172290189,-1.0,0.00217971731008718,804,1.7503130000000056,1,1048466.0,1048466.0,0.0,streaming
449,1352.0,0.0,-1.0,0.0001521782945736373,775,0.11778599999999527,1,1047800.0,1047800.0,0.0,download
1555,436.8787878787878,557.6535527085655,1.7413957026050582,0.01899721874999999,33,0.6079109999999996,1,14417.0,9158.0,5259.0,game
1204,1302.4919254658384,129.92515640000812,-1.0,0.002723462686567156,805,2.1896639999999934,1,1048506.0,1048506.0,0.0,streaming
219,415.55,593.1084461945964,0.1005031779661017,0.015929578947368316,20,0.302661999999998,1,8311.0,759.0,7552.0,download
285,280.0,335.1686142824235,0.08317214700193422,0.04293899999998985,2,0.04293899999998985,0,560.0,43.0,517.0,streaming
350,195.9333333333333,371.47283435894286,0.2717438338381653,0.021845642857134147,15,0.3058389999998781,1,2939.0,628.0,2311.0,voip
5,101.54545454545456,77.34515322418545,0.8996598639455783,3.0187474000000023,11,30.187474000000023,1,1117.0,529.0,588.0,download
1330,195.9333333333333,371.47283435894286,0.2717438338381653,0.012743285714287416,15,0.17840600000002382,1,2939.0,628.0,2311.0,voip
946,1352.0,0.0,-1.0,0.0022164896640826915,775,1.7155630000000033,1,1047800.0,1047800.0,0.0,streaming
663,79.0,38.18376618407357,0.490566037735849,0.2663920000000104,2,0.2663920000000104,0,158.0,52.0,106.0,game
245,833.9299920445503,336.20817150305834,-1.0,0.002723124203821676,1257,3.420244000000025,0,1048250.0,1048250.0,0.0,voip
1525,1352.0,0.0,-1.0,9.18268733850443e-05,775,0.07107400000002427,1,1047800.0,1047800.0,0.0,download
982,195.9333333333333,371.47283435894286,0.2717438338381653,0.0675475714285767,15,0.9456660000000738,1,2939.0,628.0,2311.0,voip
378,73.2,20.571825392998065,1.859375,0.0005487500000000979,5,0.002195000000000391,1,366.0,238.0,128.0,game
1233,407.0,-1.0,-1.0,-1.0,1,0.0,0,407.0,407.0,0.0,voip
