,avg(pkt_len),stddev(pkt_len),fb_ratio,inter_arrival_time,pkt_count,duration,pkt_len,is_tcp,outcome
1659,1320.0,0.0,-1.0,8.4130982367759e-05,795,0.06680000000000064,1049400.0,1,download
3141,170.78571428571428,384.5393205005036,1.0,0.02012169230769919,14,0.2615820000000895,2391.0,1,voip
1481,1320.0,0.0,-1.0,8.967506297230056e-05,795,0.07120200000000665,1049400.0,1,download
2122,308.0,0.0,-1.0,41.37849725,9,331.027978,2772.0,0,streaming
3736,126.2,240.60747194456687,1.0,0.08727855555556137,10,0.7855070000000524,1262.0,1,voip
4954,150.0,54.616847217685496,-1.0,69.9115615,3,139.823123,450.0,0,download
3947,170.78571428571428,384.5393205005036,1.0,0.014328153846157385,14,0.186266000000046,2391.0,1,voip
4804,1450.0,0.0,-1.0,0.00013954495159059575,724,0.10089100000000073,1049800.0,1,download
4651,389.8235294117647,615.6699841731484,0.8888888888888888,0.03953656250000037,17,0.632585000000006,6627.0,1,download
3189,170.78571428571428,384.5393205005036,1.0,0.061749153846151865,14,0.8027389999999741,2391.0,1,voip
3181,170.78571428571428,384.5393205005036,1.0,0.022326153846148163,14,0.2902399999999261,2391.0,1,voip
3539,170.78571428571428,384.5393205005036,1.0,0.20355499999999985,14,2.646214999999998,2391.0,1,voip
496,400.157894736842,595.732533493,0.9,0.015478611111108069,19,0.2786149999999452,7603.0,1,voip
4834,31.375,14.090903854209332,1.0,0.0016020000000000398,8,0.01121400000000028,251.0,1,download
261,170.78571428571428,384.5393205005036,1.0,0.01687553846153815,14,0.21938199999999602,2391.0,1,voip
3862,170.78571428571428,384.5393205005036,1.0,0.13175176923080192,14,1.7127730000004249,2391.0,1,voip
2386,260.5,429.23519409742244,1.1538461538461535,0.8056752222222191,28,21.753230999999914,7294.0,1,game
514,561.9354838709677,611.9442749948107,1.3846153846153846,4.297410500000002,31,128.92231500000003,17420.0,1,voip
3823,170.78571428571428,384.5393205005036,1.0,0.09693292307692812,14,1.2601280000000656,2391.0,1,voip
1472,1320.0,0.0,-1.0,8.485012594458614e-05,795,0.0673710000000014,1049400.0,1,download
3970,170.78571428571428,384.5393205005036,1.0,0.019771846153844308,14,0.257033999999976,2391.0,1,voip
4016,170.78571428571428,384.5393205005036,1.0,0.017549000000004658,14,0.22813700000006065,2391.0,1,voip
4240,91.28571428571428,117.0384100113694,1.8,6.498218777777783,28,175.45190700000012,2556.0,1,voip
1946,912.0981754995656,597.9794673704678,0.4551201011378002,0.016546353913043474,1151,19.028307,1049825.0,1,streaming
1075,704.7083333333335,388.3757301182712,-1.0,0.003247418964357731,1488,4.8289119999999475,1048606.0,0,voip
4061,400.157894736842,595.732533493,0.9,0.017238611111110913,19,0.31029499999999643,7603.0,1,voip
225,20.0,-1.0,0.0,-1.0,1,0.03658599999999978,20.0,1,voip
3238,400.157894736842,595.732533493,0.9,0.017687999999998913,19,0.3183839999999805,7603.0,1,voip
1176,77.0,-1.0,0.0,-1.0,1,0.08922999999998638,77.0,0,voip
344,170.78571428571428,384.5393205005036,1.0,0.015955230769227804,14,0.20741799999996147,2391.0,1,voip
2755,400.157894736842,595.732533493,0.9,0.01473949999999983,19,0.26531099999999697,7603.0,1,voip
3359,170.78571428571428,384.5393205005036,1.0,0.02003976923076432,14,0.26051699999993616,2391.0,1,voip
4655,1045.0,634.6873245937719,-1.0,11.225022090909093,12,123.475243,12540.0,1,download
318,170.78571428571428,384.5393205005036,1.0,0.0179694615384628,14,0.23360300000001644,2391.0,1,voip
3366,400.157894736842,595.732533493,0.9,0.017680444444446646,19,0.3182480000000396,7603.0,1,voip
2615,182.0,0.0,-1.0,1.5013780000000452,3,3.0027560000000904,546.0,0,game
1633,1320.0,0.0,-1.0,9.450881612087267e-05,795,0.0750399999999729,1049400.0,1,download
3473,157.11764705882354,348.4590869730874,1.125,0.054411687500000035,17,0.8705870000000004,2671.0,1,voip
4010,69.7,81.7231777268712,1.0,3.3575150000000002,10,30.217635,697.0,1,voip
