,avg(pkt_len),stddev(pkt_len),fb_ratio,inter_arrival_time,pkt_count,duration,is_tcp,tot_pkt_len,fwd_pkt_len,bwd_pkt_len,outcome
0,176.10714285714286,315.73304937178887,0.4210374639769453,0.005232518518518511,28,0.1412779999999998,1,4931.0,1461,3470.0,streaming
1,40.0,-1.0,-1.0,-1.0,1,0.0,1,40.0,40,0.0,streaming
2,73.2,20.571825392998065,1.859375,0.02601625000000141,5,0.10406500000000564,1,366.0,238,128.0,streaming
3,371.55882352941177,416.27505411369765,0.3683925476603119,15.43811254545454,34,509.45771399999984,1,12633.0,3401,9232.0,streaming
4,1352.0,0.0,-1.0,0.00025713565891474294,775,0.19902300000001105,1,1047800.0,1047800,0.0,streaming
5,1344.1511627906978,98.33211220098666,-1.0,0.064569504854369,516,33.25329500000004,1,693582.0,693582,0.0,streaming
6,187.925,301.2220739263854,0.5179725363489499,5.082854051282051,40,198.231308,1,7517.0,2565,4952.0,streaming
7,171.0,293.55323196994436,0.5683713173985547,0.016676499999999983,33,0.5336479999999995,1,5643.0,2045,3598.0,streaming
8,352.92,474.4535382943202,0.2902895583503948,0.00425966666666729,25,0.10223200000001498,1,8823.0,1985,6838.0,streaming
9,233.90625,359.627527685736,0.7151695692025665,0.20871483870967736,32,6.470159999999997,1,7485.0,3121,4364.0,streaming
10,253.66666666666663,382.432174138228,0.6133135467458131,0.0031720344827590448,30,0.09198900000001232,1,7610.0,2893,4717.0,streaming
11,73.2,20.571825392998065,1.859375,0.0009732499999941523,5,0.003892999999976609,1,366.0,238,128.0,streaming
12,150.14285714285714,135.004232737877,1.017274472168906,0.07447350000000104,7,0.4468410000000063,1,1051.0,530,521.0,streaming
13,401.79310344827593,505.22897067357667,0.3068640646029609,0.01886674999999879,29,0.5282689999999661,1,11652.0,2736,8916.0,streaming
14,422.3055555555555,534.3109217591486,0.3378211897219289,0.06161948571428572,36,2.1566820000000004,1,15203.0,3839,11364.0,streaming
15,201.27272727272728,348.8590233630459,0.7912621359223301,0.09870879999999717,11,0.9870879999999717,1,2214.0,978,1236.0,streaming
16,171.41379310344828,311.0721686179429,0.4325648414985591,0.005167178571430293,29,0.14468100000004824,1,4971.0,1501,3470.0,streaming
17,136.3548387096774,106.56783391721186,0.966046511627907,0.012885966666666112,31,0.38657899999998335,1,4227.0,2077,2150.0,streaming
18,297.60869565217394,407.3036324560066,0.6654501216545012,0.04875745454545599,23,1.0726640000000316,1,6845.0,2735,4110.0,streaming
19,73.2,20.571825392998065,1.859375,0.0012920000000029574,5,0.00516800000001183,1,366.0,238,128.0,streaming
20,462.11111111111114,543.3779634021895,0.2610673135233475,0.0014184999999713455,9,0.011347999999770764,1,4159.0,861,3298.0,streaming
21,274.625,409.4113595032783,0.5128249268376657,0.2122874838709672,32,6.580911999999984,1,8788.0,2979,5809.0,streaming
22,150.19047619047618,126.14403661033774,0.8053806525472238,0.019692612903225475,63,1.2209419999999795,1,9462.0,4221,5241.0,streaming
23,492.8428571428572,573.0535422754039,0.08271219420339887,0.7709862401433691,280,215.105161,1,137996.0,10542,127454.0,streaming
24,148.73563218390802,156.69370653945367,1.5337771685921284,0.6660011744186025,87,57.27610099999981,1,12940.0,7833,5107.0,streaming
25,171.96551724137933,311.248119071611,0.43387004025301895,0.005208892857142797,29,0.14584899999999834,1,4987.0,1509,3478.0,streaming
26,163.8709677419355,301.94742830891204,0.43543373834416493,0.004656033333333197,31,0.13968099999999595,1,5080.0,1541,3539.0,streaming
27,1351.858064516129,3.951316644589047,-1.0,0.0041457403100775185,775,3.208803,1,1047690.0,1047690,0.0,streaming
28,1352.0,0.0,-1.0,0.0011559444444444414,775,0.8947009999999977,1,1047800.0,1047800,0.0,streaming
29,1350.7551546391753,33.37388353829486,-1.0,0.014368522580645159,776,11.135604999999998,1,1048186.0,1048186,0.0,streaming
30,1352.0,0.0,-1.0,0.001903351421188639,775,1.4731940000000066,1,1047800.0,1047800,0.0,streaming
31,1347.857142857143,68.37134376339095,-1.0,0.01883023840206184,777,14.612264999999988,1,1047285.0,1047285,0.0,streaming
32,1351.2164948453608,21.82592802197923,-1.0,0.002168523870967748,776,1.6806060000000045,1,1048544.0,1048544,0.0,streaming
33,1350.0567010309278,46.89608973526043,-1.0,0.013595927741935495,776,10.53684400000001,1,1047644.0,1047644,0.0,streaming
34,1352.0,0.0,-1.0,0.0016374728682170348,775,1.2674039999999849,1,1047800.0,1047800,0.0,streaming
35,1347.8416988416989,61.384451935146075,-1.0,0.01490939175257732,777,11.569688000000001,1,1047273.0,1047273,0.0,streaming
36,1352.0,0.0,-1.0,0.002520136950904357,775,1.9505859999999728,1,1047800.0,1047800,0.0,streaming
37,1351.9767741935484,0.6465790872963897,-1.0,0.005127184754521961,775,3.968440999999999,1,1047782.0,1047782,0.0,streaming
38,1349.068211068211,58.09711679962801,-1.0,0.00956207731958764,777,7.420172000000008,1,1048226.0,1048226,0.0,streaming
39,1352.0,0.0,-1.0,0.0006447260981912048,775,0.4990179999999924,1,1047800.0,1047800,0.0,streaming
40,1348.1338481338482,65.2833838424465,-1.0,0.015679216494845386,777,12.167072000000019,1,1047500.0,1047500,0.0,streaming
41,1352.0,0.0,-1.0,0.0011857816537467676,775,0.917794999999998,1,1047800.0,1047800,0.0,streaming
42,1349.3835263835265,51.62400880376566,-1.0,0.014321969072164938,777,11.11384799999999,1,1048471.0,1048471,0.0,streaming
43,1352.0,0.0,-1.0,0.00319973901808785,775,2.476597999999996,1,1047800.0,1047800,0.0,streaming
